File Name,Name,Organization,Location,Skill Score,Collaboration Score,Adaptability Score,Overall Score,Category
27980446.pdf.txt,Ramp,Skills Microsoft Office Excel,Name City,3,0,0,3,ACCOUNTANT
28298773.pdf.txt,Detail,Skills SAP,Bookkeeper,4,0,0,4,ACCOUNTANT
28359817.pdf.txt,Tag Working,Microsoft Office,Requesting,4,0,0,4,ACCOUNTANT
28614791.pdf.txt,Phil Uy,Sharp,USA,1,0,0,1,ACCOUNTANT
28939941.pdf.txt,Cultures,Company Objectives Strategy Organization Culture,Retail,3,2,0,5,ACCOUNTANT
28969385.pdf.txt,Understands,Internal Control Enterprise Risk Management and GL,Ajman,4,2,0,6,ACCOUNTANT
29050809.pdf.txt,Grant Accountant,Specialized,Name City,3,0,0,3,ACCOUNTANT
29456173.pdf.txt,Macros,Highlights Microsoft Office Intermediate,Texas,3,0,0,3,ACCOUNTANT
29821051.pdf.txt,Financial Accountant,Solar,Not Found,3,2,0,5,ACCOUNTANT
29999135.pdf.txt,Mainframe,Professional Summary,Name City,2,2,0,4,ACCOUNTANT
30304575.pdf.txt,AR,Financial Professional,Account Reconciliations,4,2,0,6,ACCOUNTANT
30361788.pdf.txt,Assisted,Core Strengths School,Not Found,3,0,0,3,ACCOUNTANT
30813919.pdf.txt,IT Skill Proficient,Microsoft,College City,3,2,0,5,ACCOUNTANT
31602598.pdf.txt,Variance Explanations,Public Accounting,Riyadh,3,2,0,5,ACCOUNTANT
33527446.pdf.txt,iSeries,MS Office,Understands,2,2,0,4,ACCOUNTANT
34198885.pdf.txt,Detail,Current Company Name City,Texas,2,2,0,4,ACCOUNTANT
34816637.pdf.txt,Actual Expense,Budget,NYS,2,0,0,2,ACCOUNTANT
35554162.pdf.txt,Authored,ACH,Not Found,3,2,0,5,ACCOUNTANT
36024962.pdf.txt,Cap Table,Budget,Intacct,3,2,0,5,ACCOUNTANT
36425270.pdf.txt,Statistical,Software,Verafin,3,0,0,3,ACCOUNTANT
37370455.pdf.txt,Detail,Microsoft Office Excel,SAP Copa Languages,4,2,0,6,ACCOUNTANT
37997506.pdf.txt,Participated,GASB,Conducted,4,2,0,6,ACCOUNTANT
38847011.pdf.txt,Kronos,Contracts,Name City,3,2,0,5,ACCOUNTANT
39115899.pdf.txt,Organizes,QuickBooks,Name City,2,2,0,4,ACCOUNTANT
39674178.pdf.txt,Supervisor,Core Qualifications Supervision,US,2,2,0,4,ACCOUNTANT
42487883.pdf.txt,Cognos Impromptu,Articulate,Dallas,2,2,0,4,ACCOUNTANT
43685045.pdf.txt,Primary,QuickBooks,Chicago,4,2,0,6,ACCOUNTANT
49204385.pdf.txt,College Graduate,QuickBooks,Name City,3,2,0,5,ACCOUNTANT
49997097.pdf.txt,JD Edwards,Prior Management,Fishbowl,3,2,0,5,ACCOUNTANT
50222417.pdf.txt,Balance Sheet,Accounting and Finance,Streamline,3,0,0,3,ACCOUNTANT
53640713.pdf.txt,Cheif Accountant,Long TermPermanentContract Opportunity Financial Statement Management Reporting Cost Accounting Asset Management Budgeting,Qatar,4,2,2,8,ACCOUNTANT
59403481.pdf.txt,,the Medical Billing and Accounting,Billing,3,2,0,5,ACCOUNTANT
62809577.pdf.txt,Spectrum,AIA,Nevada,2,0,0,2,ACCOUNTANT
63137898.pdf.txt,Creative Problem Solving,Bank,Strong,4,2,0,6,ACCOUNTANT
75286906.pdf.txt,Santrax,Accounts Receivables,Peachtree,1,2,0,3,ACCOUNTANT
78257294.pdf.txt,Nucleus,GAS,HOUSTON,3,2,0,5,ACCOUNTANT
78403342.pdf.txt,Respond,Microsoft Office,New Castle County,3,2,0,5,ACCOUNTANT
80053367.pdf.txt,Career Focus,Licenses Basic Life Support,Abraxas,0,2,0,2,ACCOUNTANT
82649935.pdf.txt,Download,Highlights MS Excel Word,Outlook,4,2,0,6,ACCOUNTANT
87635012.pdf.txt,Lawson Financial,Highlights Financial,US,4,2,0,6,ACCOUNTANT
98559931.pdf.txt,People Tools,Administrative Accounting Payroll Human Resources,ADP,4,2,2,8,ACCOUNTANT
10186968.pdf.txt,Detail,Professional Profile,Not Found,0,2,0,2,ADVOCATE
10344379.pdf.txt,Trustworthy,Logistics Distribution Management Medical Device Repair Technician ProductionOperations,Jacksonville City,1,2,0,3,ADVOCATE
10659182.pdf.txt,Comfort Suites Inn Hotel,Professional Summary,Understands,0,2,0,2,ADVOCATE
10818478.pdf.txt,Retailer,Current Company Name,Not Found,0,2,0,2,ADVOCATE
11174187.pdf.txt,Trauma,Case Management Home Health,Nurse,0,2,0,2,ADVOCATE
11188218.pdf.txt,Skill Highlights,Career Overview Objective,Loup City,4,0,0,4,ADVOCATE
11773767.pdf.txt,Underwriter,Highlights Licensed Property Casualty Life and Disabilty Insurance,Washington,1,2,0,3,ADVOCATE
11963737.pdf.txt,Workflow,Health Level,South Carolinas,0,2,0,2,ADVOCATE
12171093.pdf.txt,Detail,First Aid Highlights Active,Pomona,1,2,0,3,ADVOCATE
12544735.pdf.txt,Maintained,Patient Advocate,Not Found,1,2,0,3,ADVOCATE
13072354.pdf.txt,Skill Highlights,Professional Summary Certified Massachusetts Domestic Violence,Not Found,3,0,0,3,ADVOCATE
13115648.pdf.txt,Not Found,Professional Summary Highly,West Georgia City,3,2,0,5,ADVOCATE
13342150.pdf.txt,Software,Skills Maintains,Oversaw,0,2,0,2,ADVOCATE
13593241.pdf.txt,Apoyo y Recursos,BMX,Portland,0,2,0,2,ADVOCATE
13809698.pdf.txt,Nursing,CLIA OSHA,Not Found,0,0,0,0,ADVOCATE
13909762.pdf.txt,Core Strengths,Career Overview,Name City,0,2,0,2,ADVOCATE
13967854.pdf.txt,Generalist,Professional Summary Social,Name City,3,2,2,7,ADVOCATE
14064815.pdf.txt,MS Word,Professional Summary,Citrix,1,2,0,3,ADVOCATE
14146106.pdf.txt,Detail,Affordable Care Reform,US,1,0,0,1,ADVOCATE
14176254.pdf.txt,Mar,Medical Home Dedicate,Seminary City,0,2,0,2,ADVOCATE
14445309.pdf.txt,Africans,Professional Summary Conscientious,Fort Meade,3,0,0,3,ADVOCATE
14708590.pdf.txt,Identify,Provider Service,Florida,1,2,0,3,ADVOCATE
15313140.pdf.txt,Joaquin,DIRECT CLIENT COORDINATOR,the Salt Lake Valley,2,0,0,2,ADVOCATE
15337481.pdf.txt,Customer,Customer Service Specialist,Company Name City,1,0,0,1,ADVOCATE
15727656.pdf.txt,Serve,Facilitated Healthy Relationship,Name City,2,2,0,4,ADVOCATE
15958967.pdf.txt,Richard J Daley College,Specialized,Name City,0,2,0,2,ADVOCATE
16332348.pdf.txt,Detail,Time,Name City,4,2,2,8,ADVOCATE
17021141.pdf.txt,Attendance,Training University of Phoenix,US,0,2,0,2,ADVOCATE
17165107.pdf.txt,wwwlinkedincomincaitlinmaska,COACH,Buffalo City,0,2,0,2,ADVOCATE
17254634.pdf.txt,Intro,Pharmacy Anatomy Physiology,MS,1,2,0,3,ADVOCATE
17847636.pdf.txt,Skill Highlights,CPT,Employee,1,0,0,1,ADVOCATE
17911230.pdf.txt,Performance Coach,Core Qualifications Active,Not Found,0,2,0,2,ADVOCATE
18090899.pdf.txt,Steny Hoyer,NATIONAL FUNDRAISING,Intern City,2,2,0,4,ADVOCATE
18725071.pdf.txt,Refer,Modify,Name City,1,2,0,3,ADVOCATE
18997135.pdf.txt,Bloomington,Microsoft Office,Mathematics City,1,2,0,3,ADVOCATE
19063156.pdf.txt,Ledger,apollo,Troubleshooting,1,2,0,3,ADVOCATE
19108760.pdf.txt,Career Focus Selling,Skills Prospecting,Ranked,1,2,0,3,ADVOCATE
19234823.pdf.txt,Mac,Professional Summary,Processed,0,2,0,2,ADVOCATE
19518606.pdf.txt,Builds,Summary Management Experience,Maintained,0,2,0,2,ADVOCATE
19926135.pdf.txt,Dean,Professional Summary Client Negotiation,USA,0,2,0,2,ADVOCATE
20138606.pdf.txt,Leadership Training,Microsoft Office,Not Found,1,2,0,3,ADVOCATE
20272792.pdf.txt,Faulkner,State,Company,0,2,0,2,ADVOCATE
20324037.pdf.txt,Orde,Highlights People Management Finance Manufacturing,Guadalajara,0,2,0,2,ADVOCATE
20400279.pdf.txt,Superb,Professional Summary Talented Customer Service,USA,1,2,0,3,ADVOCATE
20544228.pdf.txt,Clerk,Current Company Name City,Not Found,0,0,0,0,ADVOCATE
20604208.pdf.txt,Case Worker,Highlights Microsoft Office,Speak,3,2,2,7,ADVOCATE
20765795.pdf.txt,Cardon Outreach,Highlights Exceptional,Mpower,0,2,0,2,ADVOCATE
21614256.pdf.txt,Advocacy,EPIC,Passageway,0,2,0,2,ADVOCATE
22042181.pdf.txt,Respond,Skills Customer,Facets,0,2,0,2,ADVOCATE
22259475.pdf.txt,Email,Skills Client,Name City,1,0,0,1,ADVOCATE
22391901.pdf.txt,Not Found,Versatile,US,0,2,0,2,ADVOCATE
23427369.pdf.txt,Detail,Current Company Name,Management,0,2,0,2,ADVOCATE
23577836.pdf.txt,Maintained,Microsoft Office Suite Quality,Filing,0,0,0,0,ADVOCATE
23804341.pdf.txt,Clerk,Professional Summary Professional,Maintained,0,2,2,4,ADVOCATE
24124250.pdf.txt,Trainer Jul,Robert Morris University,HB,0,2,0,2,ADVOCATE
24410405.pdf.txt,Satisfaction Surveys,Sears Corporate Holdings Inc,San Marcos,1,2,0,3,ADVOCATE
24588864.pdf.txt,Windows Live,Professional Summary,,2,2,0,4,ADVOCATE
24695561.pdf.txt,Larry Hertzler,Healthcare Information Management Executives,Name City,0,2,0,2,ADVOCATE
24754689.pdf.txt,Reconciling,all Active Health,USA,3,2,0,5,ADVOCATE
24763208.pdf.txt,Mar,ABA,US,1,2,0,3,ADVOCATE
24946537.pdf.txt,Maintained,Professional Summary Experienced MarketingSales Consultant,Baton Rouge,1,2,0,3,ADVOCATE
25873425.pdf.txt,Problem,Time,Maintained,2,2,0,4,ADVOCATE
26071861.pdf.txt,Strong Knowledge,Ubuntu Linux Mint,Vista,0,2,0,2,ADVOCATE
26456474.pdf.txt,LPN,Smith Village Chicago,IL,1,2,0,3,ADVOCATE
27182111.pdf.txt,Professional Background,Disciplined,Strong,0,2,0,2,ADVOCATE
28111403.pdf.txt,Skill Highlights Leadership,Project Management Regulatory Affairs,Ohio,2,2,0,4,ADVOCATE
28206098.pdf.txt,Core Strengths,Career Overview,US,1,2,0,3,ADVOCATE
28635795.pdf.txt,Academic Law,Bachelor,Karnataka,2,0,0,2,ADVOCATE
28871170.pdf.txt,Conduct,Develop,Name City,3,2,0,5,ADVOCATE
28974459.pdf.txt,Customer Interface,Career Overview Skilled,Company Name,0,2,0,2,ADVOCATE
29173771.pdf.txt,Recruited,Professional Summary Organized,,1,2,0,3,ADVOCATE
29177904.pdf.txt,Adobe Pro,Microsoft Outlook,Name City,0,0,0,0,ADVOCATE
29415426.pdf.txt,Jack,Microsoft Office,Not Found,2,2,0,4,ADVOCATE
29926588.pdf.txt,Child,Minor,Understands,3,2,0,5,ADVOCATE
30741799.pdf.txt,Maintained,Current Company Name City,Maintained,2,2,0,4,ADVOCATE
31040875.pdf.txt,Head Start,Highlights DCFS Child Welfare License,Florida,1,0,0,1,ADVOCATE
31242382.pdf.txt,Core Strengths,Career Overview,Not Found,0,2,0,2,ADVOCATE
32965335.pdf.txt,Intelligent Antenna,FSA Team,Bangkok,0,2,0,2,ADVOCATE
34327438.pdf.txt,Seminar,CSR,India,3,2,0,5,ADVOCATE
34970271.pdf.txt,Not Found,University of the Incarnate Word City,Texas,0,2,0,2,ADVOCATE
35344611.pdf.txt,Detail,the Action Response Team,Name City,0,2,0,2,ADVOCATE
35474904.pdf.txt,Intervene,MS Office,Not Found,1,2,0,3,ADVOCATE
36392131.pdf.txt,Supervisor,Microsoft Office,America,0,2,0,2,ADVOCATE
36694627.pdf.txt,Maintained,Valid Texas,Processed,3,0,0,3,ADVOCATE
37333719.pdf.txt,Liaison,Microsoft Office,City,1,2,0,3,ADVOCATE
37348041.pdf.txt,Serve,Current Company Name City,Name City,0,2,0,2,ADVOCATE
37560528.pdf.txt,Apricot,the Department of Children and Family Services,San Bernardino County,1,2,0,3,ADVOCATE
37640804.pdf.txt,a Registered Nurse,INTERVENTIONAL,anesthesia,0,0,0,0,ADVOCATE
38059130.pdf.txt,,labor employment,Name City,2,2,0,4,ADVOCATE
38291889.pdf.txt,Eric Stoddard Diverse,State,Unitted States Bachelor of Science Management Human Resource Management,0,2,0,2,ADVOCATE
38698573.pdf.txt,Detail,Skills Networking and Partnership Development Decision,DC,1,2,0,3,ADVOCATE
38860712.pdf.txt,Developed,the Criminal Justice and,Oklahoma County,2,2,0,4,ADVOCATE
40088790.pdf.txt,Award,Personal and Business Banker,Arizona,0,2,0,2,ADVOCATE
42164460.pdf.txt,Not Found,Skills Results,California,0,2,0,2,ADVOCATE
44115326.pdf.txt,Linux,CLOUDAixLINUXSolaris,Tivoli,0,2,0,2,ADVOCATE
46772262.pdf.txt,Superb,Primary Care,Nurse,0,2,0,2,ADVOCATE
47133747.pdf.txt,Contractor,Lean training Excel Effective,Company Name City,0,2,0,2,ADVOCATE
49475708.pdf.txt,Bag,Professional Summary,Not Found,0,2,0,2,ADVOCATE
49486820.pdf.txt,MS Word,Career Overview Customer Service,Not Found,3,2,0,5,ADVOCATE
53169257.pdf.txt,Dean,Professional Summary Dedicated Public Health Administrator,Training,1,2,0,3,ADVOCATE
54067174.pdf.txt,Problem Solver,Skills Customer,Not Found,0,2,0,2,ADVOCATE
72652441.pdf.txt,Beauty Advisor,Customer Care Advocate,New Hampshire Medicaid,1,2,0,3,ADVOCATE
73448369.pdf.txt,Detail,Professional Profile,Colombia,2,0,0,2,ADVOCATE
74126637.pdf.txt,Permanency,Professional Summary Organized,Judges,4,2,0,6,ADVOCATE
74191424.pdf.txt,Company Name,Also,Leadership,2,0,0,2,ADVOCATE
75057933.pdf.txt,Knowledge,Professional Summary Affiliations Creative,Supervisor,0,2,0,2,ADVOCATE
75435017.pdf.txt,Detail,Intake Case Management,Nurse,0,2,0,2,ADVOCATE
75950464.pdf.txt,Recruiter,Summary Responsible Service,Not Found,0,2,0,2,ADVOCATE
77439230.pdf.txt,Alpha Chi Omega Sorority Professional,Professional Summary Ambitious,Tableau,0,2,0,2,ADVOCATE
78538268.pdf.txt,Initiated,Professional Accomplishments Skills Attributes,Houston,0,2,0,2,ADVOCATE
80503242.pdf.txt,Not Found,DIGITAL MARKETING AND COMMUNICATIONS,Not Found,0,2,0,2,ADVOCATE
89508407.pdf.txt,Detail,Professional Summary Organized,Philippines,0,2,0,2,ADVOCATE
90468982.pdf.txt,Maintained,Professional Summary Customer,Processed,1,2,0,3,ADVOCATE
91051945.pdf.txt,Cruz Navarro,Financial Services Procurement and Management,Not Found,1,2,0,3,ADVOCATE
93512385.pdf.txt,Julienne Catholic High School City,Miami University Investment Banking Club Feb,Miami,0,2,0,2,ADVOCATE
95714702.pdf.txt,Jeanette Bellamy,the United States Army,US,2,0,0,2,ADVOCATE
95970987.pdf.txt,Skill Highlights,Professional Summary,Bronx,4,2,0,6,ADVOCATE
97405769.pdf.txt,Detail,Personnel,Not Found,1,2,0,3,ADVOCATE
10953078.pdf.txt,Accomplishments Created,Certified Instructor Patient Experience Champion,Telemetry,0,2,0,2,AGRICULTURE
11197262.pdf.txt,Joseph Sirotnak,Wetlands Identification,Oak Hickory,2,0,0,2,AGRICULTURE
11676151.pdf.txt,Network,Epic,Name City,0,2,0,2,AGRICULTURE
11813872.pdf.txt,Portfolio,PRINCIPAL,Wellington,1,2,0,3,AGRICULTURE
12341902.pdf.txt,Pansy Hamilton Brown,OFFICER SENIOR,Dallas,0,2,0,2,AGRICULTURE
12674256.pdf.txt,Alpha Chapter,Professional Summary Articulate Project,New Media,0,2,0,2,AGRICULTURE
14140903.pdf.txt,Animal Nutritionist,Current Company Name City,Abeokuta City,1,0,0,1,AGRICULTURE
15053703.pdf.txt,Detail,Microsoft Office Programs,MP,2,0,0,2,AGRICULTURE
15546686.pdf.txt,Biomerieux,Vitro Diagnostic,Name City,0,0,0,0,AGRICULTURE
15603319.pdf.txt,Thalassa,Professional Summary,Name City,2,2,0,4,AGRICULTURE
16172429.pdf.txt,Robert H Smith,Commissioned,Bloomberg,0,2,0,2,AGRICULTURE
16507693.pdf.txt,Calm,Summary Accounting Skills Knowledge,Stanfins,0,2,0,2,AGRICULTURE
16653657.pdf.txt,Detail,Chemist,Trackwise,1,2,0,3,AGRICULTURE
16661264.pdf.txt,Cheyenne,Generalist,Fort Berthold,1,0,0,1,AGRICULTURE
16849128.pdf.txt,Not Found,the Industrial Industry,Name City,0,2,0,2,AGRICULTURE
17312146.pdf.txt,Claude E Kitchens,the Biological Science,Frederick,0,2,0,2,AGRICULTURE
17499196.pdf.txt,Leadership Activities,Skills Physical Planning and Land Management Urban and Regional Planning Land Use Planning Geographic Information System,Jamaica,0,2,0,2,AGRICULTURE
17640785.pdf.txt,Kazaryan,Professional Overview A Medical Anthropologist,UK,1,0,2,3,AGRICULTURE
18242317.pdf.txt,Thalassa,the Research and Development,Name City,2,2,0,4,AGRICULTURE
18264694.pdf.txt,Liaison,Career Focus Creative Marketing Professional,US,1,2,0,3,AGRICULTURE
19532392.pdf.txt,LOGISTICS TECHNICIAN,Professional Summary Driven,Ibadan,0,2,0,2,AGRICULTURE
19851252.pdf.txt,Directing,Power Point,Pennsylvania City,0,0,0,0,AGRICULTURE
20006992.pdf.txt,JOHN D DINGELL VA MEDICAL CENTER,FRONT DESK CLERK,VA,0,2,0,2,AGRICULTURE
20969119.pdf.txt,Initiated,the School of Information,Michigan,0,2,0,2,AGRICULTURE
21134923.pdf.txt,Kulim,Power Point Excel,India,1,2,0,3,AGRICULTURE
21868149.pdf.txt,Roosevelt Girls,Professional Overview,Zimbabwe,3,2,0,5,AGRICULTURE
23631188.pdf.txt,Liaise,Develop,Supervisor,0,2,0,2,AGRICULTURE
24001783.pdf.txt,Oversaw,Environmental Engineering,Arizona City,2,0,0,2,AGRICULTURE
24068423.pdf.txt,HTML,JavaScript,GC,2,0,0,2,AGRICULTURE
24397882.pdf.txt,Oracle,BrioBI,MAS,0,2,0,2,AGRICULTURE
24416961.pdf.txt,Core Qualifications,Professional Summary Senior Project and Product,US,0,2,0,2,AGRICULTURE
26070334.pdf.txt,Specimen Processing Trainer,the Idea Team,Name City,0,2,0,2,AGRICULTURE
26835781.pdf.txt,Twitter,State Behavioral Interventionist,Name City,1,2,0,3,AGRICULTURE
26921245.pdf.txt,ArcGIS,USAid,Name City,1,2,0,3,AGRICULTURE
27689009.pdf.txt,Serve,MediCalMedicare,Name City,0,2,0,2,AGRICULTURE
27888251.pdf.txt,Lummi Planning,Natural Resources Department,Olympia,0,0,0,0,AGRICULTURE
28165687.pdf.txt,Gallatin,College of Veterinary Medicine Nursing,Tuskegee,1,2,0,3,AGRICULTURE
28247753.pdf.txt,Skill Highlights,Homeland Security,Durham,0,2,0,2,AGRICULTURE
28733974.pdf.txt,Oversaw,Professional Summary,the State of Georgia,1,2,0,3,AGRICULTURE
29142288.pdf.txt,Lecturer Develop,Professional Summary Creative,ICF,0,2,0,2,AGRICULTURE
29510501.pdf.txt,Goal Setting,Professional Summary Seeking an,Not Found,0,2,0,2,AGRICULTURE
29746235.pdf.txt,Outstanding,Project,Jamaica,0,2,0,2,AGRICULTURE
29897742.pdf.txt,Pomona Pomona,CA,Not Found,1,2,0,3,AGRICULTURE
29968330.pdf.txt,Daura,Microsoft,Zambia,3,2,0,5,AGRICULTURE
30437583.pdf.txt,Core Qualifications,Professional Summary,Camtasia,1,2,0,3,AGRICULTURE
34141299.pdf.txt,Background,Highlights Data Entry Data Serve Ibex,US,1,2,0,3,AGRICULTURE
36102323.pdf.txt,Maintained,Professional Summary Fully,AZ,0,2,0,2,AGRICULTURE
37201447.pdf.txt,Pomona Pomona,FFA,Name City,1,0,0,1,AGRICULTURE
37292350.pdf.txt,Offset Programs,First Party,Name City,1,2,0,3,AGRICULTURE
